SeriesCode,GeoAreaName,TimePeriod,values
Clean Water,Nicaragua,2004,0.4763153791250794
Clean Water,Nigeria,2004,0.1197899433276327
Clean Water,Niue,2004,0.9813709295392301
Clean Water,North Korea,2004,0.6728832589801679
Clean Water,Northern Mariana Islands,2004,0.8216991441462571
Clean Water,Norway,2004,1.0
Clean Water,Oman,2004,0.7349600174779591
Clean Water,Pakistan,2004,0.3451734252193936
Clean Water,Paraguay,2004,0.5059162427120586
Clean Water,Peru,2004,0.43539705097470466
Clean Water,Philippines,2004,0.39249544351800547
Clean Water,Portugal,2004,0.9363877926427765
Clean Water,Puerto Rico,2004,0.736154865874834
Clean Water,Qatar,2004,0.9640805963804228
Clean Water,Romania,2004,0.8062788385270678
Clean Water,Russia,2004,0.7339540628860015
Clean Water,Saint Helena,2004,0.8805088215942384
Clean Water,Samoa,2004,0.5465923261786106
Clean Water,San Marino,2004,1.0
Clean Water,Serbia,2004,0.7313195859211151
Clean Water,Sierra Leone,2004,0.0028013965464127326
Clean Water,Singapore,2004,1.0
Clean Water,Slovakia,2004,0.9375321425839742
Clean Water,Slovenia,2004,0.8136732703433768
Clean Water,South Korea,2004,0.9664271898898288
Clean Water,Spain,2004,0.986923541112293
Clean Water,Sweden,2004,0.9993661281714192
Clean Water,Switzerland,2004,0.926719239996129
Clean Water,Tajikistan,2004,0.3682102290855046
Clean Water,Tunisia,2004,0.5634936733252789
Clean Water,Turkmenistan,2004,0.6938143406317335
Clean Water,Uganda,2004,0.0
Clean Water,Ukraine,2004,0.6693547058010682
Clean Water,United Kingdom,2004,0.9996683793883475
Clean Water,Uzbekistan,2004,0.5448710472280996
Clean Water,Vanuatu,2004,0.3628150290165394
Clean Water,Albania,2005,0.4979705138081557
Clean Water,American Samoa,2005,0.07376880500437659
Clean Water,Andorra,2005,0.900967125846977
Clean Water,Armenia,2005,0.40684958334774923
Clean Water,Austria,2005,0.9801985037783263
Clean Water,Azerbaijan,2005,0.5336897458759315
Clean Water,Bahrain,2005,0.9884784350097293
Clean Water,Bangladesh,2005,0.5332055851578501
Clean Water,Belarus,2005,0.8293102815273958
Clean Water,Belgium,2005,0.9949551426575959
Clean Water,Bhutan,2005,0.2740361302819781
Clean Water,Bosnia and Herzegovina,2005,0.8725568584656231
Clean Water,Bulgaria,2005,0.9652906704790092
Clean Water,Cambodia,2005,0.1451257997883278
Clean Water,Canada,2005,0.9817419776759164
Clean Water,Chile,2005,0.9397863196453184
Clean Water,Colombia,2005,0.6841134870183878
Clean Water,Congo [DRC],2005,0.27201579616664484
Clean Water,Costa Rica,2005,0.888414074221965
Clean Water,Croatia,2005,0.90954807046189
Clean Water,Cyprus,2005,0.9605925340004933
Clean Water,Czech Republic,2005,0.9660544721013495
Clean Water,Denmark,2005,0.9413436539131157
Clean Water,Ecuador,2005,0.6725034695892369
Clean Water,Estonia,2005,0.9403999848911385
Clean Water,Ethiopia,2005,0.00637174972996084
Clean Water,Finland,2005,0.9517483481559941
Clean Water,France,2005,0.9677790830508092
Clean Water,French Guiana,2005,0.8811371682544197
Clean Water,French Polynesia,2005,0.4448141953891098
Clean Water,Georgia,2005,0.7508253533045397
Clean Water,Germany,2005,0.9978839129454482
Clean Water,Ghana,2005,0.13664843763473522
Clean Water,Gibraltar,2005,1.0
Clean Water,Greece,2005,0.9936945895991993
Clean Water,Greenland,2005,0.9413436539131157
Clean Water,Grenada,2005,0.8223519524659133
Clean Water,Guadeloupe,2005,0.9668885278139012
Clean Water,Guam,2005,0.9936573464670393
Clean Water,Guatemala,2005,0.4645410995421105
Clean Water,Hong Kong,2005,0.8754220403374862
Clean Water,Hungary,2005,0.5353460072135291
Clean Water,Iceland,2005,0.9224907995179977
Clean Water,Iran,2005,0.9094125350860459
Clean Water,Iraq,2005,0.4986086198594558
Clean Water,Ireland,2005,0.9415163266167672
Clean Water,Israel,2005,0.9991112434370882
Clean Water,Italy,2005,0.8855310114144911
Clean Water,Japan,2005,0.977886467062523
Clean Water,Jordan,2005,0.9346777680825723
Clean Water,Kazakhstan,2005,0.6346515391835311
Clean Water,Kuwait,2005,1.0
Clean Water,Kyrgyzstan,2005,0.45700148136674257
Clean Water,Laos,2005,0.061893959280348416
Clean Water,Latvia,2005,0.925474799677974
Clean Water,Lebanon,2005,0.41984108821046434
